Aï¿;TOTAL MATRï¿½CU;TOTAL MATRï¿½CULA MUJER;TOTAL MATRï¿½CULA HOMBR;TOTAL MATRï¿½CULA NO BINARIOS O INDEFINID;TOTAL MATRï¿½CULA PRIMER A;TOTAL MATRï¿½CULA MUJERES PRIMER A;TOTAL MATRï¿½CULA HOMBRES PRIMER A;TOTAL MATRï¿½CULA NO BINARIOS O INDEFINIDOS PRIMER A;CLASIFICACIï¿½N INSTITUCIï¿½N NIV;CLASIFICACIï¿½N INSTITUCIï¿½N NIV;CLASIFICACIï¿½N INSTITUCIï¿½N NIV;Cï¿½DIGO DE INSTITUCI;NOMBRE INSTITUCIï¿;ACREDITACIï¿½N INSTITUCION;REGIï¿;PROVINCIA;COMUNA;NOMBRE SEDE;NOMBRE CARRERA;ýREA DEL CONOCIMIENTO;CINE-F 1997 ï¿½R;CINE-F 1997 SUBAREA;ýREA CARRERA GENýRICA;CINE-F 2013 ï¿½R;CINE-F 2013 SUBAREA;NIVEL GLOBAL;CARRERA CLASIFICACIï¿½N NIVEL;CARRERA CLASIFICACIï¿½N NIVEL;MODALIDAD;JORNADA;TIPO DE PLAN DE LA CARRERA;DURACIï¿½N ESTUDIO CARRE;DURACIï¿½N TOTAL DE CARRE;Cï¿½DIGO CARRE;ACREDITACIï¿½N CARRE;TOTAL RANGO DE EDAD;RANGO DE EDAD 15 A 19 Aï¿½;RANGO DE EDAD 20 A 24 Aï¿½;RANGO DE EDAD 25 A 29 Aï¿½;RANGO DE EDAD 30 A 34 Aï¿½;RANGO DE EDAD 35 A 39 Aï¿½;RANGO DE EDAD 40 Y Mï¿½S Aï;RANGO DE EDAD SIN INFORMACIï¿;PROMEDIO EDAD CARRERA     ;PROMEDIO EDAD MUJER     ;PROMEDIO EDAD HOMBRE     ; PROMEDIO EDAD NO BINARIO ;TES MUNICIPAL;TES PARTICULAR SUBVENCIONADO;TES PARTICULAR PAGADO;TES CORP. DE ADMINISTRACIï¿½N DELEGA;TES SERVICIO LOCAL EDUCACION;TOTAL TES;% COBERTURA TES;TIPO ESTABLECIMIENTO HC;TIPO ESTABLECIMIENTO TP;CLAS_EST ADULTO;CLAS_EST JOVEN
MAT_2025;24;9;15;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA AMBIENTAL;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Ingenierï¿½a Civil Industri;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C513J1V1;NO ACREDITADA;24;;15;9;;;;;24,5;24,1;24,7;;;;24;;;24;100,00%;24;;;24
MAT_2025;1;;1;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA DE BIOPROCESOS;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Ingenierï¿½a Civil Industri;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C514J1V1;NO ACREDITADA;1;;1;;;;;;23;;23;;;;1;;;1;100,00%;1;;;1
MAT_2025;26;7;19;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA DE COMPUTACION;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Ingenierï¿½a Civil Industri;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C515J1V1;NO ACREDITADA;26;;10;15;1;;;;25,2;25,9;24,9;;;1;25;;;26;100,00%;26;;;26
MAT_2025;6;3;3;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA DE LA CONSTRUCCION;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Ingenierï¿½a Civil Industri;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C516J1V1;NO ACREDITADA;6;;2;4;;;;;25;24,7;25,3;;;;6;;;6;100,00%;6;;;6
MAT_2025;4;2;2;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA DE MINERIA;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Ingenierï¿½a Civil Industri;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C517J1V1;NO ACREDITADA;4;;3;1;;;;;24,3;25;23,5;;;;4;;;4;100,00%;4;;;4
MAT_2025;19;2;17;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA DE TRANSPORTE;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Ingenierï¿½a Civil Industri;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C518J1V1;NO ACREDITADA;19;;7;12;;;;;24,8;25,5;24,8;;;;19;;;19;100,00%;19;;;19
MAT_2025;2;;2;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA ELECTRICA;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Ingenierï¿½a Civil Industri;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C519J1V1;NO ACREDITADA;2;;1;;1;;;;28;;28;;;;2;;;2;100,00%;2;;;2
MAT_2025;4;3;1;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;PEDAGOGIA EN RELIGION CATOLICA PARA EDUCACION BASICA Y MEDIA;Educaciï¿;Educaciï¿;Formaciï¿½n de Personal Docente y Ciencias de la Educaci;Pedagogï¿½a en Filosofï¿½a y Reli;Educaciï¿;Educaciï¿;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I86S5C1145J1V1;ACREDITADA;4;;;1;2;1;;;32,8;31,3;37;;;4;;;;4;100,00%;4;;;4
MAT_2025;11;2;9;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA MECANICA;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Ingenierï¿½a Civil Industri;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C523J1V1;NO ACREDITADA;11;;5;6;;;;;24,4;24,5;24,3;;;;11;;;11;100,00%;11;;;11
MAT_2025;2;1;1;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA QUIMICA;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Ingenierï¿½a Civil Industri;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C524J1V1;NO ACREDITADA;2;;1;1;;;;;25;24;26;;;;2;;;2;100,00%;2;;;2
MAT_2025;223;95;128;;41;19;22;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;ýUýOA;CAMPUS ORIENTE;LICENCIATURA EN INTERPRETACION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Mï¿½sica, Canto o Dan;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S3C982J1V1;NO ACREDITADA;223;41;142;35;5;;;;22,1;22;22,2;;65;97;46;6;2;216;96,90%;202;14;19;197
MAT_2025;38;13;25;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA EN TECNOLOGIAS DE INFORMACION;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Ingenierï¿½a Civil Industri;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C520J1V1;NO ACREDITADA;38;;17;20;1;;;;25,3;25,3;25,2;;1;2;35;;;38;100,00%;38;;;38
MAT_2025;1;;1;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA HIDRAULICA;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Ingenierï¿½a Civil Industri;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C521J1V1;NO ACREDITADA;1;;1;;;;;;23;;23;;;;1;;;1;100,00%;1;;;1
MAT_2025;2;;2;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL ELECTRICISTA;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Ingenierï¿½a Civil Elï¿½ct;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C525J1V1;NO ACREDITADA;2;;;1;;;1;;33;;33;;;;1;;;1;50,00%;1;;;1
MAT_2025;15;6;9;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL MECANICO;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Ingenierï¿½a Civil Mecï¿½;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C526J1V1;NO ACREDITADA;15;;3;12;;;;;25,1;25,2;25,1;;;2;13;;;15;100,00%;15;;;15
MAT_2025;3;2;1;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL, DIPLOMA EN INGENIERIA AMBIENTAL;Tecnologï¿;Servicios;Protecciï¿½n del Medio Ambien;Ingenierï¿½a Civil Ambient;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C527J1V1;NO ACREDITADA;3;;1;1;1;;;;26,3;24;31;;;;3;;;3;100,00%;3;;;3
MAT_2025;1;1;;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL, DIPLOMA EN INGENIERIA DE DISEï¿½O Y CONSTRUCCION DE OBR;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Ingenierï¿½a Civil en Obras Civil;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C528J1V1;NO ACREDITADA;1;;1;;;;;;24;24;;;;;1;;;1;100,00%;1;;;1
MAT_2025;1157;977;180;;206;178;28;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE LO CONTADOR;DISEï¿;Arte y Arquitectura;Humanidades y Artes;Artes;Diseï¿;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I86S4C31J1V1;NO ACREDITADA;1157;260;831;63;3;;;;21,3;21,1;22;;103;247;789;5;2;1146;99,00%;1116;30;6;1140
MAT_2025;5;;5;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL, DIPLOMA EN INGENIERIA ESTRUCTURAL;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Otras Ingenierï¿½as Civil;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C531J1V1;NO ACREDITADA;5;;4;1;;;;;24;;24;;;1;4;;;5;100,00%;5;;;5
MAT_2025;1;;1;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL, DIPLOMA EN INGENIERIA GEOTECNICA;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Otras Ingenierï¿½as Civil;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C532J1V1;NO ACREDITADA;1;;;1;;;;;27;;27;;;;1;;;1;100,00%;1;;;1
MAT_2025;2;;2;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL, DIPLOMA EN INGENIERIA HIDRAULICA;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Otras Ingenierï¿½as Civil;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C533J1V1;NO ACREDITADA;2;;;2;;;;;25;;25;;;;2;;;2;100,00%;2;;;2
MAT_2025;2;1;1;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;INGENIERIA CIVIL, DIPLOMA EN INGENIERIA Y GESTION DE LA CONSTRUCCION;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Ingenierï¿½a Civil en Obras Civil;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I86S5C534J1V1;NO ACREDITADA;2;;2;;;;;;24;24;24;;;;2;;;2;100,00%;2;;;2
MAT_2025;46;27;19;;14;10;4;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;DOCTORADO EN CIENCIAS DE LA AGRICULTURA;Agropecuaria;Agricultura;Agricultura, Silvicultura y Pesca;Doctorado en Agropecuaria;Agricultura, Silvicultura, Pesca y Veterinaria;Agricultura;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I86S5C278J1V1;ACREDITADA;46;;;11;11;14;10;;34,4;34,9;33,7;;6;7;16;;;29;63,00%;29;;;29
MAT_2025;12;6;6;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE LO CONTADOR;PLANIFICACION URBANA;Arte y Arquitectura;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Otros Profesionales de Arte y Arquitectura;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;11;11;I86S4C586J1V2;NO ACREDITADA;12;;5;7;;;;;25,3;24,8;25,7;;2;2;8;;;12;100,00%;10;2;1;11
MAT_2025;207;120;87;;58;37;21;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;93;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;ACREDITADA;Biobï¿;CONCEPCION;CONCEPCION;CASA CENTRAL (CONCEPCION);BIOLOGIA MARINA;Ciencias Bï¿½sic;Ciencias;Ciencias de la Vida;Biologï¿½a Marina y Ecologï¿½a Ma;Ciencias naturales, matemï¿½ticas y estadï¿½s;Ciencias Biolï¿½gicas y Afin;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I93S1C2J1V1;NO ACREDITADA;207;66;120;19;2;;;;21,1;20,9;21,5;;76;106;6;4;12;204;98,60%;168;36;4;200
MAT_2025;369;313;56;;75;59;16;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;NUTRICION Y DIETETICA;Salud;Salud y Servicios Sociales;Medicina;Nutriciï¿½n y Dietï¿½;Salud y Bienestar;Salud;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I86S5C557J1V1;NO ACREDITADA;369;92;248;26;;1;2;;21,4;21,5;20,7;;60;175;125;4;;364;98,60%;336;28;1;363
MAT_2025;38;25;13;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;ANTROPOLOGIA;Ciencias Sociales;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Ciencias Sociales y del Comportamiento;Antropologï¿;Ciencias Sociales, Periodismo e Informaciï¿;Ciencias Sociales y del Comportamiento;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I86S5C561J1V1;NO ACREDITADA;38;;27;7;4;;;;24,1;23,8;24,6;;1;5;30;;;36;94,70%;36;;;36
MAT_2025;323;294;29;;61;52;9;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;FONOAUDIOLOGIA;Salud;Salud y Servicios Sociales;Medicina;Fonoaudiologï¿;Salud y Bienestar;Salud;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I86S5C562J1V1;NO ACREDITADA;323;77;210;32;1;2;1;;21,5;21,5;22,2;;63;192;55;6;5;321;99,40%;288;33;1;320
MAT_2025;33;21;12;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;PEDAGOGIA EN EDUCACION MEDIA EN CIENCIAS NATURALES Y BIOLOGIA;Educaciï¿;Educaciï¿;Formaciï¿½n de Personal Docente y Ciencias de la Educaci;Pedagogï¿½a en Cienci;Educaciï¿;Educaciï¿;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;8;8;I86S5C567J1V1;ACREDITADA;33;;26;5;1;1;;;23,6;23,9;23,1;;7;23;3;;;33;100,00%;32;1;;33
MAT_2025;273;164;109;;87;56;31;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;ADMINISTRACION PUBLICA;Ciencias Sociales;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Enseï¿½anza Comercial y Administraci;Administraciï¿½n Pï¿½b;Administraciï¿½n de Empresas y Derec;Educaciï¿½n Comercial y Administraci;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I86S5C1271J1V1;NO ACREDITADA;273;116;147;10;;;;;20,1;20;20,4;;56;154;54;5;1;270;98,90%;243;27;1;269
MAT_2025;105;28;77;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;AGRONOMIA;Agropecuaria;Agricultura;Agricultura, Silvicultura y Pesca;Agronomï¿;Agricultura, Silvicultura, Pesca y Veterinaria;Agricultura;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I86S5C3J1V1;ACREDITADA;105;;72;28;3;2;;;24,4;24,3;24,5;;7;10;87;;;104;99,00%;104;;;104
MAT_2025;78;48;30;;30;17;13;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;PEDAGOGIA EN EDUCACION MEDIA EN CIENCIAS NATURALES Y BIOLOGIA;Educaciï¿;Educaciï¿;Formaciï¿½n de Personal Docente y Ciencias de la Educaci;Pedagogï¿½a en Cienci;Educaciï¿;Educaciï¿;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I86S5C567J1V2;ACREDITADA;78;36;34;6;;1;1;;20,7;19,8;22,1;;19;48;8;1;2;78;100,00%;73;5;;78
MAT_2025;6;1;5;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;PEDAGOGIA EN EDUCACION MEDIA EN FISICA;Educaciï¿;Educaciï¿;Formaciï¿½n de Personal Docente y Ciencias de la Educaci;Pedagogï¿½a en Cienci;Educaciï¿;Educaciï¿;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;8;8;I86S5C568J1V1;ACREDITADA;6;;4;1;1;;;;25;22;25,6;;2;2;2;;;6;100,00%;6;;;6
MAT_2025;29;16;13;;11;6;5;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;PEDAGOGIA EN EDUCACION MEDIA EN FISICA;Educaciï¿;Educaciï¿;Formaciï¿½n de Personal Docente y Ciencias de la Educaci;Pedagogï¿½a en Cienci;Educaciï¿;Educaciï¿;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I86S5C568J1V2;ACREDITADA;29;12;12;4;1;;;;21,3;21;21,8;;5;13;11;;;29;100,00%;29;;;29
MAT_2025;56;30;26;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;PEDAGOGIA EN EDUCACION MEDIA EN MATEMATICA;Educaciï¿;Educaciï¿;Formaciï¿½n de Personal Docente y Ciencias de la Educaci;Pedagogï¿½a en Matemï¿½ticas y Computa;Educaciï¿;Educaciï¿;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;8;8;I86S5C569J1V1;ACREDITADA;56;;44;8;3;1;;;23,6;23,5;23,6;;15;24;15;1;1;56;100,00%;54;2;;56
